,Attrition,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research_Development,Department_Sales,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,Age_sd,DistanceFromHome_sd,MonthlyIncome_sd,NumCompaniesWorked_sd,PercentSalaryHike_sd,TotalWorkingYears_sd,TrainingTimesLastYear_sd,YearsAtCompany_sd,YearsSinceLastPromotion_sd,YearsWithCurrManager_sd,PerformanceRating_sd,JobInvolvement_sd,EnvironmentSatisfaction_sd,JobSatisfaction_sd,WorkLifeBalance_sd
0,0,50,8,4,3,47870,0.0,12,0,28.0,3,27,15,7,2,3,3.0,2.0,2.0,0,1,0,1,0,0,1,0,0,0,0,0,1.4295684178308288,0.004448573648746392,-0.3658053668604997,-1.077717311672973,-0.5777042559274024,2.1457318994683554,0.16026171399270664,3.261988286071493,3.9854227839561194,0.8059663231780094,-1.5482022304246392,-0.0377479481323154,0.04566222675178887,-1.1477655358826173,-1.113170723274308
1,0,26,1,4,2,104470,1.0,18,0,6.0,3,6,1,4,3,4,3.0,3.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,-1.1954548291770322,-0.9795304575772393,0.8355243784705095,-0.6768031377250224,0.8638646117311953,-0.6789997978371561,0.16026171399270664,-0.16618786128317342,-0.3710546210731817,-0.03631939655425154,0.03998910974319561,1.1294725337590612,0.04566222675178887,-0.0948566558580675,-0.020445992876466822
2,0,34,1,3,1,62320,1.0,14,1,8.0,3,8,1,7,3,3,4.0,4.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,-0.32044708017441176,-0.9795304575772393,-0.0591054583793498,-0.6768031377250224,-0.09718130004120312,-0.42220600717301876,0.16026171399270664,0.1603051051315567,-0.3710546210731817,0.8059663231780094,0.03998910974319561,-0.0377479481323154,0.9869564153636615,0.9580522241664822,-1.113170723274308
3,0,35,18,3,1,29660,9.0,18,0,15.0,2,11,6,9,3,3,4.0,3.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,-0.21107111154908423,1.4101329039715833,-0.7523109262682325,2.5305102538585817,0.8638646117311953,0.47657226015146215,-0.6175106625481307,0.650044554753652,1.184830166437283,1.36749013633285,0.03998910974319561,-0.0377479481323154,0.9869564153636615,-0.0948566558580675,-1.113170723274308
4,0,31,1,3,4,28670,0.0,24,0,3.0,5,2,2,2,4,3,4.0,4.0,4.0,0,1,1,0,1,0,0,0,0,0,0,0,-0.6485749860503944,-0.9795304575772393,-0.7733235843579445,-1.077717311672973,2.305433479389793,-1.0641904838333622,1.7158064670743813,-0.8191737941126337,-0.05987766357108876,-0.5978432097090922,1.6281804499110304,-0.0377479481323154,0.9869564153636615,0.9580522241664822,1.0722787375213743
5,0,48,13,3,1,97240,3.0,13,0,12.0,2,2,2,2,3,4,3.0,2.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,1.2108164805801738,0.7072907388101647,0.682068299694128,0.1250252101708786,-0.3374427779843027,0.09138157415525602,-0.6175106625481307,-0.8191737941126337,-0.05987766357108876,-0.5978432097090922,0.03998910974319561,1.1294725337590612,0.04566222675178887,-1.1477655358826173,-0.020445992876466822
6,0,31,5,3,3,81030,1.0,15,1,11.0,5,11,4,10,3,2,3.0,4.0,4.0,0,1,1,0,0,0,1,0,0,0,0,0,-0.6485749860503944,-0.4172567254481046,0.33801255460904567,-0.6768031377250224,0.14308017790189648,-0.03701532117681268,1.7158064670743813,0.650044554753652,0.5624762514330971,1.6482520429102705,0.03998910974319561,-1.204968430023692,0.04566222675178887,0.9580522241664822,1.0722787375213743
7,0,35,7,3,4,98240,0.0,19,0,4.0,2,3,2,2,3,2,4.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,-0.21107111154908423,-0.13611985938353727,0.7032932068554532,-1.077717311672973,1.104126089674295,-0.9357935885012936,-0.6175106625481307,-0.6559273109052687,-0.05987766357108876,-0.5978432097090922,0.03998910974319561,-1.204968430023692,0.9869564153636615,0.9580522241664822,-0.020445992876466822
8,0,39,1,4,1,196650,1.0,22,1,21.0,6,21,11,10,4,2,2.0,4.0,4.0,0,1,0,1,0,0,0,0,0,0,1,0,0.22643276295222592,-0.9795304575772393,2.792036320601471,-0.6768031377250224,1.8249105235035938,1.2469536321438743,2.493578843615219,2.2825093868273023,2.740714953947748,1.6482520429102705,1.6281804499110304,-1.204968430023692,-0.8956319618600838,0.9580522241664822,1.0722787375213743
9,0,40,7,3,3,22380,6.0,14,0,10.0,3,1,0,0,3,3,3.0,4.0,3.0,1,0,0,1,0,0,0,1,0,0,0,0,0.3358087315775535,-0.13611985938353727,-0.9068282504026803,1.32776773201473,-0.09718130004120312,-0.16541221650888138,0.16026171399270664,-0.9824202773199988,-0.6822315785752746,-1.1593670228639328,0.03998910974319561,-0.0377479481323154,0.04566222675178887,0.9580522241664822,-0.020445992876466822
10,0,43,20,2,2,61320,6.0,13,0,22.0,3,4,1,0,3,4,4.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0.663936637453536,1.6912697700361505,-0.08033036554067505,1.32776773201473,-0.3374427779843027,1.375350527475943,0.16026171399270664,-0.49268082769790356,-0.3710546210731817,-1.1593670228639328,0.03998910974319561,1.1294725337590612,0.9869564153636615,0.9580522241664822,-0.020445992876466822
11,0,38,5,3,2,87890,1.0,11,3,15.0,4,15,5,11,3,4,3.0,4.0,3.0,0,1,0,1,0,0,0,0,0,0,1,0,0.11705679432689839,-0.4172567254481046,0.48361541773573685,-0.6768031377250224,-0.817965733870502,0.47657226015146215,0.938034090533544,1.3030304875831122,0.87365320893519,1.9290139494876908,0.03998910974319561,1.1294725337590612,0.04566222675178887,0.9580522241664822,-0.020445992876466822
12,0,37,1,3,2,53460,4.0,11,0,7.0,2,5,0,1,3,4,4.0,4.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0.007680825701570844,-0.9795304575772393,-0.24715813582869153,0.5259393841188291,-0.817965733870502,-0.5506029025050875,-0.6175106625481307,-0.3294343444905385,-0.6822315785752746,-0.8786051162865125,0.03998910974319561,1.1294725337590612,0.9869564153636615,0.9580522241664822,1.0722787375213743
13,0,36,8,4,2,41520,9.0,19,1,10.0,3,8,0,5,3,2,4.0,4.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,-0.1016951429237567,0.004448573648746392,-0.500583527334915,2.5305102538585817,1.104126089674295,-0.16541221650888138,0.16026171399270664,0.1603051051315567,-0.6822315785752746,0.24444251002316877,0.03998910974319561,-1.204968430023692,0.9869564153636615,0.9580522241664822,1.0722787375213743
14,0,46,10,1,1,20740,2.0,15,1,21.0,3,10,9,5,3,3,2.0,3.0,4.0,1,0,1,0,0,1,0,0,0,0,0,0,0.9920645433295187,0.28558543971331374,-0.9416370981472537,-0.2758889637770719,0.14308017790189648,1.2469536321438743,0.16026171399270664,0.48679807154628685,2.118361038943562,0.24444251002316877,0.03998910974319561,-0.0377479481323154,-0.8956319618600838,-0.0948566558580675,1.0722787375213743
15,0,34,19,4,2,164130,6.0,16,0,6.0,1,4,1,2,3,2,2.0,4.0,4.0,1,0,0,1,0,0,0,1,0,0,0,0,-0.32044708017441176,1.550701337003867,2.101802339715174,1.32776773201473,0.3833416558449961,-0.6789997978371561,-1.3952830390889681,-0.49268082769790356,-0.3710546210731817,-0.5978432097090922,0.03998910974319561,-1.204968430023692,-0.8956319618600838,0.9580522241664822,1.0722787375213743
16,0,26,1,3,2,175840,1.0,20,0,8.0,2,8,1,3,4,4,1.0,4.0,4.0,0,1,0,1,0,0,0,0,0,1,0,0,-1.1954548291770322,-0.9795304575772393,2.350346002574293,-0.6768031377250224,1.3443875676173946,-0.42220600717301876,-0.6175106625481307,0.1603051051315567,-0.3710546210731817,-0.3170813031316719,1.6281804499110304,1.1294725337590612,-1.8369261504719565,0.9580522241664822,1.0722787375213743
